reports_univ,school_candidate,similarity_score
University of Manchester,University of Jaén,87
Darmstadt University of Applied Sciences,Peruvian University of Applied Sciences,87
University of Jaén,Hubei University of Technology(湖北工业大学),87
Darmstadt University of Applied Sciences,University of Jaén,87
Hochschule Darmstadt University Of Applied Sciences,University of Jaén,87
University of Jaén,The Education University of Hong Kong(香港教育學院),87
Saxion University of applied science,University of Jaén,87
University of Jaén,"Chinese University of Hong Kong, Chung Chi College",87
Hochschule Darmstadt University Of Applied Sciences,Peruvian University of Applied Sciences,87
University of Jaén,Trinity University of Asia,87
Leuphana University of Lüneburg,University of Jaén,87
Worms University of Applied Sciences,University of Jaén,87
University of Jaén,Christian University of Thailand,87
University of Jaén,Jiangsu University of Technology,87
University of Jaén,University of California at Riverside,87
Fachhochschule Münster University of Applied Sciences,University of Jaén,87
University of Jaén,University of Nebraska at Kearney,87
Fachhochschule Münster University of Applied Sciences,Peruvian University of Applied Sciences,87
Regensburg University of Applied Science (OTH Regensburg),University of Jaén,87
University of Jaén,University of Leicester,87
University of Jaén,University of Manchester,87
FH Aachen University of Applied Sciences,University of Jaén,87
Worms University of applied sciences,University of Jaén,87
University of Jaén,The University of Adelaide,87
Hochschule Augsburg University of Applied Sciences,Peruvian University of Applied Sciences,87
Hochschule Augsburg University of Applied Sciences,University of Jaén,87
FH Aachen University of Applied Sciences,Peruvian University of Applied Sciences,87
University of Jaén,Kanda University of International Studies,87
Dublin Institute of Technology,Sirindhorn International Institute of Technology,87
Dublin Institute of Technology,Changchun Institute Of Technology,87
Dublin Institute of Technology,Changshu Institute Of Technology(常熟理工学院),87
Dublin Institute of Technology,Sonora Institute of Technology,87
Dublin Institute of Technology,Santo Domingo Institute of Technology,87
University of Jaén,"Osaka University of Economics and Law
(大阪経済法科大学)",87
University of Worcester,University of Leicester,87
University of Worcester,University of Jaén,87
University of Jaén,University of Santiago de Compostela,87
"University of California, Santa Barbara",University of Jaén,87
University of Jaén,Japan University of Economics,87
University of Jaén,University of Jinan (中国济南大学),87
Alice Salomon University of Applied Sciences,University of Jaén,87
University of Jaén,"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",87
Saint Ignatius of Loyola University,University of Jaén,87
Saxion University of applied science,Oulu University of Applied Sciences,87
University of Jaén,"Beijing University of Posts and Telecommunications
(北京邮电大学)",87
Aachen University of Applied Sciences,University of Jaén,87
University of Jaén,Zhengzhou University of Light Industry (郑州轻工业学院),87
Alice Salomon University of Applied Sciences,Peruvian University of Applied Sciences,87
University of Jaén,Shandong University of Science and Technology (山东科技大学),87
University of Malaya,University of Jaén,87
University of Vechta,University of Jaén,87
Furtwangen University of Applied Sciences,Peruvian University of Applied Sciences,87
University of Jaén,University of Indonesia,87
University of Jaén,University of Leipzig,87
University of Jaén,University of Limerick,87
University of Jaén,University of New South Wales,87
University of California at Riverside,University of Jaén,87
"University of California, Davis",University of Jaén,87
University of Jaén,University of Queensland,87
University of Jaén,University of Otago,87
HZ University of Applied Sciences,University of Jaén,87
Aachen University of Applied Science,University of Jaén,87
University of Jaén,University of Calgary,87
University of Jaén,University of Toronto,87
University of Jaén,"University of California, Berkeley",87
University of Jaén,University of the Arts London,87
University of Jaén,"University of California, Davis",87
University of Jaén,"University of California, Los Angeles",87
Polytechnic University of Catalonia,University of Jaén,87
University of Jaén,"University of California, San Diego",87
University of Jaén,"University of California, Santa Barbara",87
University of Jaén,University of Minnesota,87
University of Alicante,University of Jaén,87
University of Jaén,"University of Oregon, Education Internship",87
Károli Gáspár University of the Reformed Church in Hungary,University of Jaén,87
University of Vigo,University of Jaén,87
University of Jaén,University of Westminster,87
"Beijing University of Posts and Telecommunications
(北京邮电大学)",University of Jaén,87
University of Jaén,University of Hyderabad,87
"University of California, Berkeley",University of Jaén,87
Leuphana University of Luneburg,University of Jaén,87
University of Jaén,Auckland University of Technology,87
University of Jaén,University of Alabama,87
University of Jaén,University of Arkansas,87
Saxion University of applied science,HZ University of Applied Sciences,87
University of Arkansas,University of Jaén,87
Furtwangen University of Applied Sciences,University of Jaén,87
University of Jaén,"University of Colorado, Boulder",87
University of Jaén,"University of Hawaii, Hilo",87
University of Jaén,University of Montana,87
University of Jaén,"University of Nevada, Reno",87
University of Jaén,University of Glasgow,87
Regensburg University of Applied Sciences,University of Jaén,87
University of Jaén,University of Oregon,87
University of Jaén,University of Pennsylvania,87
University of Jaén,"University of Wisconsin, Madison",87
University of Jaén,University of Washington,87
Regensburg University of Applied Sciences,Peruvian University of Applied Sciences,87
University of Edinburgh,University of Jaén,87
University of Strasbourg,University of Jaén,87
University of Jaén,University of Bristol,87
University of Jaén,University of Edinburgh,87
Dublin Institute of Technology,Illinois Institute of Technology,87
University of Jaén,Nagoya University of Foreign Studies,87
Tio University of Applied Sciences,University of Jaén,87
Hof Applied Science University,Saxion University of Applied Sciences,87
University of Jaén,Brno University of Technology,87
University of Jaén,University of Economics in Katowice,87
university of Ostrava,University of Jaén,87
University of Jaén,University of Warsaw,87
Regensburg University of Applied Sciences (OTH Regensburg),University of Jaén,87
University of Jaén,University of Clermont-Ferrand,87
University of Jaén,University of Burgundy,87
University of Jaén,University of the Littoral Opal Coast,87
Regensburg University of Applied Sciences (OTH Regensburg),Peruvian University of Applied Sciences,87
University of Warsaw,University of Jaén,87
University of Jaén,University of Paris 13,87
University of Clermont Auvergne,University of Jaén,87
University of Jaén,University of toulouse jean jaures,87
Hochschule Kaiserslautern_University of Applied Sciences,Kaiserslautern University of Applied Sciences,87
Hochschule Kaiserslautern (University of Applied Sciences),Peruvian University of Applied Sciences,87
University of Jaén,University of Strasbourg,87
Leuphana university of Lueneburg,University of Jaén,87
University of Tartu,University of Jaén,87
